sample_date,approved_site_name,latitude,longitude,location_filter,disease_present,pisaster_ochraceus,pycnopodia_helianthoides,pisaster_giganteus,pisaster_brevispinus,evasterias,patiria,strongylocentrotus_purpuratus,species_no_disease_evident,species_disease_evident,name,affiliation,add_to_map
2015-04-04,Five Fathom Rock,50.7443833,-127.48702,other,yes,species not observed,no,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Jackie Hildering,,yes
2022-01-25,Beach Camp; Port McNeill,50.590028,-127.051639,subtidal,no,species not observed,no,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Jackie Hildering,NULL,yes
2022-01-31,Port McNeill Marina,50.59113954,-127.0887641,subtidal,no,species not observed,no,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Jackie Hildering,NULL,yes
2020-10-14,Port Moody,49.29485,-122.86121,intertidal,yes,species not observed,species not observed,species not observed,yes,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Jason Leathem,Triton Environmental,yes
2022-07-04,Battle Rock,42.739078,-124.485608,intertidal,yes,yes,species not observed,species not observed,species not observed,species not observed,species not observed,no,Dermasterias imbricata; Henricia spp.,NONE,Beth Wilmot,NULL,yes
2014-03-31,Port Orford Heads,42.740803,-124.51646,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Angela Johnson,Oregon State University,yes
2014-04-29,Port Orford Heads,42.740803,-124.51646,intertidal,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,Henricia spp,NONE (no additional sea stars observed showing disease symptoms),Angela Johnson,PISCO (OSU),yes
2014-05-18,Port Orford Heads,42.740803,-124.51646,intertidal,low,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Angela Johnson,PISCO (OSU),yes
2014-06-16,Port Orford Heads,42.740803,-124.51646,intertidal,high,yes,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Angela Johnson,PISCO (OSU),yes
2022-06-20,Battle Rock,42.739078,-124.485608,intertidal,no,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Dermasterias imbricata; Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms); Henricia spp.;,Beth Wilmot,NULL,yes
2022-07-07,Battle Rock,42.739078,-124.485608,intertidal,yes,no,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Dermasterias imbricata;,Henricia spp.;,Beth Wilmot,NULL,yes
2017-04-01,Port Townsend Old Ferry Dock,48.1145,-122.7543,intertidal,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,Leptasterias spp.;,Henricia spp.;,Wendy Feltham,,yes
2014-01-01,Port Townsend Coast Guard Jetty,48.10765,-122.7738,intertidal,yes,no,no,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Melissa Miner,MARINe (UCSC),yes
2014-01-14,Port Townsend Coast Guard Jetty,48.10765,-122.7738,intertidal,yes,no,no,species not observed,species not observed,yes,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms),NONE (no additional sea stars observed showing disease symptoms),Melissa Miner,MARINe (UCSC),yes
2015-01-17,Port Townsend Jetty,48.115855,-122.74967,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,Crossaster papposus; Dermasterias imbricata; Henricia spp.; Leptasterias spp.;,NONE (no additional sea stars observed showing disease symptoms);,Mark Nayer,,yes
2013-12-10,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,no,species not observed,no,yes,species not observed,species not observed,Crossaster papposus; Dermasterias imbricata; Henricia spp; Leptasterias spp; Mediaster aequalis; Orthasterias koehleri; Pteraster tesselatus; Solaster spp; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms),Chrissy McLean,Port Townsend Marine Science Center,yes
2014-03-07,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,yes,no,no,yes,yes,species not observed,species not observed,Dermasterias imbricata; Leptasterias spp.; Solaster spp.; Stylasterias forreri,Henricia spp.; Orthasterias koehleri; Mediaster aequalis,Chrissy McLean,Port Townsend Marine Science Center,yes
2015-10-09,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,yes,species not observed,no,species not observed,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,Port Townsend Marine Science Center,yes
2015-10-31,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,species not observed,species not observed,no,yes,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,PTMSC,yes
2016-02-07,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,species not observed,species not observed,no,species not observed,species not observed,no,Dermasterias imbricata; Henricia spp.; Solaster spp.; Stylasterias forreri,Leptasterias spp.;,Rebecca Mostow,,yes
2016-02-16,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,no,no,species not observed,species not observed,no,species not observed,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-02-28,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,no,no,species not observed,species not observed,no,species not observed,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-03-07,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,no,no,species not observed,species not observed,no,species not observed,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-04-15,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,no,no,species not observed,species not observed,no,no,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.;,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-04-22,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,no,no,species not observed,species not observed,no,no,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-04-23,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,species not observed,species not observed,yes,no,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-04-29,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,species not observed,species not observed,yes,no,species not observed,no,Dermasterias imbricata; Henricia spp.; Leptasterias spp.; Solaster spp.; Stylasterias forreri,NONE (no additional sea stars observed showing disease symptoms);,Rebecca Mostow,,yes
2016-05-23,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,no,species not observed,species not observed,no,yes,species not observed,no,Leptasterias spp.; Solaster spp.;,Henricia spp.; Stylasterias forreri,Rebecca Mostow,,yes
2017-04-15,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,species not observed,species not observed,species not observed,species not observed,species not observed,species not observed,yes,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Howard Teas,Port Townsend Marine Science Center,yes
2020-06-28,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,no,no,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,Henricia spp.;,Howard Teas,Port Townsend Marine Science Center,yes
2023-08-29,Port Townsend Marine Science Center,48.1356472,-122.76066,captivity,yes,species not observed,yes,species not observed,species not observed,species not observed,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Betsy Carlson,Port Townsend Marine Science Center,yes
2020-08-25,PTMSC Pier,48.13562,-122.76031,subtidal,no,species not observed,species not observed,species not observed,species not observed,no,species not observed,species not observed,NONE (no additional sea stars observed showing NO disease symptoms);,NONE (no additional sea stars observed showing disease symptoms);,Howard Teas,Port Townsend Marine Science center,yes
2022-10-21,PTMSC Pier,48.13562,-122.76031,subtidal,no,no,no,species not observed,species not observed,no,species not observed,species not observed,Henricia spp.;,NONE (no additional sea stars observed showing disease symptoms);,Howard Teas,Port Townsend Marine Science Center,yes
